EVENT_ID,CZ_NAME_STR,BEGIN_LOCATION,BEGIN_DATE,BEGIN_TIME,EVENT_TYPE,MAGNITUDE,TOR_F_SCALE,DEATHS_DIRECT,INJURIES_DIRECT,DAMAGE_PROPERTY_NUM,DAMAGE_CROPS_NUM,STATE_ABBR,CZ_TIMEZONE,MAGNITUDE_TYPE,EPISODE_ID,CZ_TYPE,CZ_FIPS,WFO,INJURIES_INDIRECT,DEATHS_INDIRECT,SOURCE,FLOOD_CAUSE,TOR_LENGTH,TOR_WIDTH,BEGIN_RANGE,BEGIN_AZIMUTH,END_RANGE,END_AZIMUTH,END_LOCATION,END_DATE,END_TIME,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,EPISODE_NARRATIVE,ABSOLUTE_ROWNUMBER
797413,EAST BAY INTERIOR VALLEYS (ZONE), ,01/16/2019,1528,High Wind,54.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,510,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1532, , , , ,"Mesonet station 1 mile SSE of Concord.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",160
797415,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/16/2019,1621,High Wind,61.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,508,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1626, , , , ,"Mesonet station 1 mile W of Mountain View at 52 ft elevation.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",161
797419,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/16/2019,1713,High Wind,53.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,508,MTR,0,0,ASOS, , , , , , , , ,01/16/2019,1718, , , , ,"ASOS station at San Francisco Airport.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",162
797421,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/16/2019,1725,Strong Wind,40.00, ,1,0,0,0,CA,PST-8,EG,133275,Z,508,MTR,0,0,Broadcast Media, , , , , , , , ,01/16/2019,1730, , , , ,"The East Bay times is reporting that the CHP responded to reports of a downed tree that killed a man.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",163
797423,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/16/2019,1728,High Wind,59.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,511,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1733, , , , ,"Mesonet station Las Trampas.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",164
797426,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/16/2019,1810,Strong Wind,46.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,508,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1815, , , , ,"Mesonet station in Fremont.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",165
797429,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,01/16/2019,1828,High Wind,56.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,511,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1833, , , , ,"Black Diamond RAWS station reporting gusts.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",166
797431,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/16/2019,1834,Strong Wind,46.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,508,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1839, , , , ,"Mesonet station 1 mile W of Mountain View.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",167
797432,EAST BAY INTERIOR VALLEYS (ZONE), ,01/16/2019,1838,High Wind,55.00, ,0,0,0,0,CA,PST-8,MG,133275,Z,510,MTR,0,0,Mesonet, , , , , , , , ,01/16/2019,1843, , , , ,"Mesonet station 1 mile SSE of Concord.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",168
797442,EAST BAY INTERIOR VALLEYS (ZONE), ,01/16/2019,2230,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,133275,Z,510,MTR,0,0,Public, , , , , , , , ,01/16/2019,2235, , , , ,"High winds on Richmond San Rafael Bridge toppled a semi, blocking two eastbound lanes.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",169
797445,ALAMEDA CO.,NILES,01/17/2019,428,Debris Flow, , ,0,0,0,0,CA,PST-8, ,133275,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,NNW,1,NNW,NILES,01/17/2019,458,37.5939,-121.9553,37.5934,-121.9558,"Mud and rocks in roadway almost covering entire roadway.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",170
797377,ALAMEDA CO.,EMERYVILLE,01/17/2019,821,Flood, , ,0,0,0,0,CA,PST-8, ,133275,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,SSE,2,SSE,EMERYVILLE,01/17/2019,851,37.8244,-122.266,37.8242,-122.2659,"Roadway flooding at 3601 Telegraph Ave in Oakland.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",171
797378,ALAMEDA CO.,NILES,01/17/2019,822,Flood, , ,0,0,0,0,CA,PST-8, ,133275,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,N,1,N,NILES,01/17/2019,852,37.5981,-121.9468,37.598,-121.947,"Rock slide just occurred, several very large boulders blocking roadway.","A moderate to strong atmospheric river impacted much of California in the middle of the month. A weak surface low developed off the coast on January 15th bringing moderate to heavy rainfall to portions of the region. Over the next 24 to 36 hours a second strong low pressure system moved to the north and east bringing heavy rain, destructive winds, high surf, flooding, and thunderstorms to the Bay Area. Numerous reports were received of downed trees and power lines. Winds were recorded between 60 and 100 mph. Downed trees resulted in two fatalities.",172
797543,SAN FRANCISCO BAY SHORELINE (ZONE), ,01/20/2019,1730,Strong Wind,31.00, ,0,0,0,0,CA,PST-8,MS,133297,Z,508,MTR,0,0,ASOS, , , , , , , , ,01/20/2019,1735, , , , ,"ASOS at San Francisco Airport reported sustained wind speeds around 30 mph peaking at 35 mph..","A cold front moved through the Bay Area on January 20th bringing gusty west to northwest winds to the coast and scattered thunderstorms. Several reports were received of small hail.",173
797541,ALAMEDA CO.,PLEASANTON,01/20/2019,1805,Hail,0.25, ,0,0,0,0,CA,PST-8, ,133297,C,1,MTR,0,0,Trained Spotter, , , ,2,E,2,E,PLEASANTON,01/20/2019,1815,37.67,-121.8434,37.67,-121.8434,"Spotter reported small hail east of Pleasanton.","A cold front moved through the Bay Area on January 20th bringing gusty west to northwest winds to the coast and scattered thunderstorms. Several reports were received of small hail.",174
799957,ALAMEDA CO.,HALL,02/02/2019,455,Flood, , ,0,0,0,0,CA,PST-8, ,133678,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,1,WNW,1,WNW,HALL,02/02/2019,525,37.5799,-122.0503,37.5798,-122.0505,"Roadway flooding at I880 N and Alvarado Blvd off ramp. Water pooling in 1-2 lanes.","A strong cold front moved through the region into the morning of February 2nd. The storm brought heavy rain and strong winds to the region causing minor roadway flooding and downing trees.",175
799958,ALAMEDA CO.,ALAMEDA,02/02/2019,503,Flood, , ,0,0,0,0,CA,PST-8, ,133678,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,N,2,N,ALAMEDA,02/02/2019,533,37.7986,-122.2745,37.7985,-122.2747,"Roadway flooding at NB 880 at Broadway.","A strong cold front moved through the region into the morning of February 2nd. The storm brought heavy rain and strong winds to the region causing minor roadway flooding and downing trees.",176
800431,ALAMEDA CO.,SUNOL,02/04/2019,1023,Flood, , ,0,0,0,0,CA,PST-8, ,133764,C,1,MTR,0,0,Law Enforcement,Heavy Rain, , ,2,ESE,2,ESE,SUNOL,02/04/2019,1053,37.5936,-121.8706,37.5933,-121.871,"Northbound 680 at SR 84 number 1-2 lanes flooded.","A mid/upper low with a very cold airmass moved through in early February bringing snow to lower elevation peaks across the region prompting a rare Winter Weather Advisory. Junipero Serra Peak received around a foot of snow. Rainfall just ahead of this system also brought roadway flooding and minor debris flows.",177
800441,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/05/2019,1616,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133764,Z,511,MTR,0,0,COOP Observer, , , , , , , , ,02/05/2019,1621, , , , ,"Snow reported on Mt Hamilton, snow depth 8 inches.","A mid/upper low with a very cold airmass moved through in early February bringing snow to lower elevation peaks across the region prompting a rare Winter Weather Advisory. Junipero Serra Peak received around a foot of snow. Rainfall just ahead of this system also brought roadway flooding and minor debris flows.",178
800443,EAST BAY HILLS AND THE DIABLO RANGE (ZONE), ,02/06/2019,752,Winter Weather, , ,0,0,0,0,CA,PST-8, ,133764,Z,511,MTR,0,0,Public, , , , , , , , ,02/06/2019,753, , , , ,"Estimate of 3 inches of snow on Mt Diablo summit trail 24 hours after snow fell.","A mid/upper low with a very cold airmass moved through in early February bringing snow to lower elevation peaks across the region prompting a rare Winter Weather Advisory. Junipero Serra Peak received around a foot of snow. Rainfall just ahead of this system also brought roadway flooding and minor debris flows.",179
800699,EAST BAY INTERIOR VALLEYS (ZONE), ,02/10/2019,206,Strong Wind,40.00, ,0,0,0,0,CA,PST-8,EG,133800,Z,510,MTR,0,0,Law Enforcement, , , , , , , , ,02/10/2019,210, , , , ,"Large tree down blocking both lanes of roadway 2 miles SSW of Martinez.","A cold front moved through the region into February 10th lowering snow levels below 1500 ft, per the Bodega Bay Profiler. The areas peaks saw another dusting to several inches of snow as a result with Mount Hamilton recording almost 6 inches. Additionally, showers ahead of the front the previous evening caused some minor roadway flooding.",180
